day,dayOfWeek,postLength,mediaType,postingTime,impressions
29,Sunday,1000,poll,evening,53714
30,Monday,1000,poll,evening,102357
1,Sunday,1000,text,afternoon,7702
2,Monday,1000,text,afternoon,9000
3,Tuesday,1000,text,afternoon,35317
4,Wednesday,1000,text,afternoon,46011
5,Thursday,1000,text,afternoon,4424
6,Friday,1000,text,afternoon,71530
7,Saturday,1000,text,afternoon,1288
8,Sunday,1000,text,afternoon,723
9,Monday,1000,text,afternoon,17582
10,Tuesday,1000,text,afternoon,7002
11,Wednesday,1000,text,afternoon,6676
12,Thursday,1000,text,afternoon,18743
13,Friday,1000,text,afternoon,12486
14,Saturday,1000,text,afternoon,846
15,Sunday,1000,text,afternoon,4991
16,Monday,1000,text,afternoon,24876
17,Tuesday,1000,text,afternoon,71503
18,Wednesday,1000,text,afternoon,1877
19,Thursday,1000,text,afternoon,23313
20,Friday,1000,text,afternoon,3092
21,Saturday,1000,text,afternoon,43826
22,Sunday,1000,text,afternoon,43059
23,Monday,1000,text,afternoon,42057
24,Tuesday,1000,text,afternoon,5403
25,Wednesday,1000,text,afternoon,23284
26,Thursday,1000,text,afternoon,403
27,Friday,1000,text,afternoon,9455
28,Saturday,1000,text,afternoon,2719
29,Sunday,1000,text,afternoon,21272
30,Monday,1000,text,afternoon,3191
1,Sunday,1000,text,afternoon,12196
2,Monday,1000,text,afternoon,518
3,Tuesday,1000,text,afternoon,13147
4,Wednesday,1000,text,afternoon,9775
5,Thursday,1000,text,afternoon,4555
6,Friday,1000,text,afternoon,16371
7,Saturday,1000,text,afternoon,4383
8,Sunday,1000,text,afternoon,20512
9,Monday,1000,text,afternoon,367
10,Tuesday,1000,text,afternoon,66722
11,Wednesday,1000,text,afternoon,7693
12,Thursday,1000,text,afternoon,15568
13,Friday,1000,text,afternoon,831
14,Saturday,1000,text,afternoon,44553
15,Sunday,1000,text,afternoon,24733
16,Monday,1000,text,afternoon,18228
17,Tuesday,1000,text,afternoon,20485
18,Wednesday,1000,text,afternoon,9570
19,Thursday,1000,text,afternoon,7266
20,Friday,1000,text,afternoon,3411
21,Saturday,1000,text,afternoon,1969
22,Sunday,1000,text,afternoon,33867
23,Monday,1000,text,afternoon,2262
24,Tuesday,1000,text,afternoon,8982
25,Wednesday,1000,text,afternoon,33417
26,Thursday,1000,text,afternoon,7000
27,Friday,1000,text,afternoon,5439
28,Saturday,1000,text,afternoon,35373
29,Sunday,1000,text,afternoon,58192
30,Monday,1000,text,afternoon,9023
1,Sunday,1000,text,afternoon,11064
2,Monday,1000,text,afternoon,25261
3,Tuesday,1000,text,afternoon,13611
4,Wednesday,1000,text,afternoon,30681
5,Thursday,1000,text,afternoon,11793
6,Friday,1000,text,afternoon,3061
7,Saturday,1000,text,afternoon,9325
8,Sunday,1000,text,afternoon,9252
9,Monday,1000,text,afternoon,8307
10,Tuesday,1000,text,afternoon,1305
11,Wednesday,1000,text,afternoon,56383
12,Thursday,1000,text,afternoon,1546
13,Friday,1000,text,afternoon,1479
14,Saturday,1000,text,afternoon,336
15,Sunday,1000,text,afternoon,51735
16,Monday,1000,text,afternoon,24244
17,Tuesday,1000,text,afternoon,18356
18,Wednesday,1000,text,afternoon,39949
19,Thursday,1000,text,afternoon,20203
20,Friday,1000,text,afternoon,30096
21,Saturday,1000,text,afternoon,9810
22,Sunday,1000,text,afternoon,102
23,Monday,1000,text,afternoon,51787
24,Tuesday,1000,text,afternoon,24314
25,Wednesday,1000,text,afternoon,12580
26,Thursday,1000,text,afternoon,45270
27,Friday,1000,text,afternoon,9968
28,Saturday,1000,text,afternoon,40453
29,Sunday,1000,text,afternoon,5031
30,Monday,1000,text,afternoon,13413
1,Sunday,1000,text,afternoon,5121
2,Monday,1000,text,afternoon,62040
3,Tuesday,1000,text,afternoon,21054
4,Wednesday,1000,text,afternoon,25281
5,Thursday,1000,text,afternoon,45995
6,Friday,1000,text,afternoon,3025
7,Saturday,1000,text,afternoon,12729
8,Sunday,1000,text,afternoon,70628
9,Monday,1000,text,afternoon,36234
10,Tuesday,1000,text,afternoon,2410
11,Wednesday,1000,text,afternoon,2748
12,Thursday,1000,text,afternoon,20008
13,Friday,1000,text,afternoon,1170
14,Saturday,1000,text,afternoon,2050
15,Sunday,1000,text,afternoon,3396
16,Monday,1000,text,afternoon,13770
17,Tuesday,1000,text,afternoon,5113
18,Wednesday,1000,text,afternoon,345
19,Thursday,1000,text,afternoon,11100
20,Friday,1000,text,afternoon,11453
21,Saturday,1000,text,afternoon,13870
22,Sunday,1000,text,afternoon,9147
23,Monday,1000,text,afternoon,25903
24,Tuesday,1000,text,afternoon,6973
25,Wednesday,1000,text,afternoon,1807
26,Thursday,1000,text,afternoon,4555
27,Friday,1000,text,afternoon,34725
28,Saturday,1000,text,afternoon,5715
29,Sunday,1000,text,afternoon,22487
30,Monday,1000,text,afternoon,37942
1,Sunday,1000,text,afternoon,7394
2,Monday,1000,text,afternoon,565
3,Tuesday,1000,text,afternoon,7830
4,Wednesday,1000,text,afternoon,279
5,Thursday,1000,text,afternoon,5403
6,Friday,1000,text,afternoon,20068
7,Saturday,1000,text,afternoon,34146
8,Sunday,1000,text,afternoon,14707
9,Monday,1000,text,afternoon,21562
10,Tuesday,1000,text,afternoon,17307
11,Wednesday,1000,text,afternoon,1782
12,Thursday,1000,text,afternoon,88392
13,Friday,1000,text,afternoon,2037
14,Saturday,1000,text,afternoon,7610
15,Sunday,1000,text,afternoon,7894
16,Monday,1000,text,afternoon,15048
17,Tuesday,1000,text,afternoon,3200
18,Wednesday,1000,text,afternoon,3025
19,Thursday,1000,text,afternoon,14382
20,Friday,1000,text,afternoon,7358
21,Saturday,1000,text,afternoon,10492
22,Sunday,1000,text,afternoon,343
23,Monday,1000,text,afternoon,10389
24,Tuesday,1000,text,afternoon,57378
25,Wednesday,1000,text,afternoon,12142
26,Thursday,1000,text,afternoon,14848
27,Friday,1000,text,afternoon,15546
28,Saturday,1000,text,afternoon,5180
29,Sunday,1000,text,afternoon,42634
30,Monday,1000,text,afternoon,372
1,Sunday,1000,text,afternoon,19652
2,Monday,1000,text,afternoon,2995
3,Tuesday,1000,text,afternoon,6735
4,Wednesday,1000,text,afternoon,17616
5,Thursday,1000,text,afternoon,9095
6,Friday,1000,text,afternoon,3666
7,Saturday,1000,text,afternoon,34603
8,Sunday,1000,text,afternoon,19679
9,Monday,1000,text,afternoon,15579
10,Tuesday,1000,text,afternoon,27019
11,Wednesday,1000,text,afternoon,60597
12,Thursday,1000,text,afternoon,24098
13,Friday,1000,text,afternoon,50193
14,Saturday,1000,text,afternoon,38332
15,Sunday,1000,text,afternoon,1899
16,Monday,1000,text,afternoon,32293
17,Tuesday,1000,text,afternoon,62838
18,Wednesday,1000,text,afternoon,2964
19,Thursday,1000,text,afternoon,11613
20,Friday,1000,text,afternoon,22977
21,Saturday,1000,text,afternoon,3285
22,Sunday,1000,text,afternoon,3153
23,Monday,1000,text,afternoon,17762
24,Tuesday,1000,text,afternoon,23443
25,Wednesday,1000,text,afternoon,18615
26,Thursday,1000,text,afternoon,23562
27,Friday,1000,text,afternoon,11284
28,Saturday,1000,text,afternoon,2786
29,Sunday,1000,text,afternoon,1447
30,Monday,1000,text,afternoon,2233
1,Sunday,1000,text,afternoon,4919
2,Monday,1000,text,afternoon,21954
3,Tuesday,1000,text,afternoon,11532
4,Wednesday,1000,text,afternoon,21146
5,Thursday,1000,text,afternoon,30450
6,Friday,1000,text,afternoon,3045
7,Saturday,1000,text,afternoon,4280
8,Sunday,1000,text,afternoon,4233
9,Monday,1000,text,afternoon,653
10,Tuesday,1000,text,afternoon,13611
11,Wednesday,1000,text,afternoon,12657
12,Thursday,1000,text,afternoon,24823
13,Friday,1000,text,afternoon,9626
14,Saturday,1000,text,afternoon,3772
15,Sunday,1000,text,afternoon,20566
16,Monday,1000,text,afternoon,10332
17,Tuesday,1000,text,afternoon,35397
18,Wednesday,1000,text,afternoon,1936
19,Thursday,1000,text,afternoon,27676
20,Friday,1000,text,afternoon,22066
21,Saturday,1000,text,afternoon,11046
22,Sunday,1000,text,afternoon,10249
23,Monday,1000,text,afternoon,2500
24,Tuesday,1000,text,afternoon,3166
25,Wednesday,1000,text,afternoon,153
26,Thursday,1000,text,afternoon,16936
27,Friday,1000,text,afternoon,2727
28,Saturday,1000,text,afternoon,12544
29,Sunday,1000,text,afternoon,984
30,Monday,1000,text,afternoon,2808
1,Sunday,1000,text,afternoon,11255
2,Monday,1000,text,afternoon,5130
3,Tuesday,1000,text,afternoon,7020
4,Wednesday,1000,text,afternoon,15633
5,Thursday,1000,text,afternoon,5626
6,Friday,1000,text,afternoon,612
7,Saturday,1000,text,afternoon,24624
8,Sunday,1000,text,afternoon,49591
9,Monday,1000,text,afternoon,9221
10,Tuesday,1000,text,afternoon,18167
11,Wednesday,1000,text,afternoon,7297
12,Thursday,1000,text,afternoon,18815
13,Friday,1000,text,afternoon,858
14,Saturday,1000,text,afternoon,24960
15,Sunday,1000,text,afternoon,22426
16,Monday,1000,text,afternoon,770
17,Tuesday,1000,text,afternoon,18284
18,Wednesday,1000,text,afternoon,20806
19,Thursday,1000,text,afternoon,5749
20,Friday,1000,text,afternoon,46535
21,Saturday,1000,text,afternoon,40541
22,Sunday,1000,text,afternoon,2566
23,Monday,1000,text,afternoon,2037
24,Tuesday,1000,text,afternoon,7286
25,Wednesday,1000,text,afternoon,35748
26,Thursday,1000,text,afternoon,3013
27,Friday,1000,text,afternoon,1369
28,Saturday,1000,text,afternoon,1818
29,Sunday,1000,text,afternoon,17528
30,Monday,1000,text,afternoon,13044
1,Sunday,1000,text,afternoon,18675
2,Monday,1000,text,afternoon,13420
3,Tuesday,1000,text,afternoon,10503
4,Wednesday,1000,text,afternoon,8128
5,Thursday,1000,text,afternoon,31820
6,Friday,1000,text,afternoon,6300
7,Saturday,1000,text,afternoon,32007
8,Sunday,1000,text,afternoon,3042
9,Monday,1000,text,afternoon,9210
10,Tuesday,1000,text,afternoon,4073
11,Wednesday,1000,text,afternoon,29734
12,Thursday,1000,text,afternoon,4467
13,Friday,1000,text,afternoon,27505
14,Saturday,1000,text,afternoon,8911
15,Sunday,1000,text,afternoon,12144
16,Monday,1000,text,afternoon,8217
17,Tuesday,1000,text,afternoon,11835
18,Wednesday,1000,text,afternoon,21803
19,Thursday,1000,text,afternoon,25561
20,Friday,1000,text,afternoon,20376
21,Saturday,1000,text,afternoon,55645
22,Sunday,1000,text,afternoon,16137
23,Monday,1000,text,afternoon,19351
24,Tuesday,1000,text,afternoon,33188
25,Wednesday,1000,text,afternoon,15204
26,Thursday,1000,text,afternoon,3502
27,Friday,1000,text,afternoon,3450
28,Saturday,1000,text,afternoon,10006
29,Sunday,1000,text,afternoon,3020
30,Monday,1000,text,afternoon,21760
1,Sunday,1000,text,morning,3036
2,Monday,1000,text,morning,7306
3,Tuesday,1000,text,morning,44679
4,Wednesday,1000,text,morning,4927
5,Thursday,1000,text,morning,4999
6,Friday,1000,text,morning,6133
7,Saturday,1000,text,morning,7333
8,Sunday,1000,text,morning,9381
9,Monday,1000,text,morning,13227
10,Tuesday,1000,text,morning,16419
11,Wednesday,1000,text,morning,3901
12,Thursday,1000,text,morning,2161
13,Friday,1000,text,morning,5490
14,Saturday,1000,text,morning,2248
15,Sunday,1000,text,morning,1681
16,Monday,1000,text,morning,3607
17,Tuesday,1000,text,morning,15735
18,Wednesday,1000,text,morning,1983
19,Thursday,1000,text,morning,9312
20,Friday,1000,text,morning,9937
21,Saturday,1000,text,morning,24808
22,Sunday,1000,text,morning,8157
23,Monday,1000,text,morning,23505
24,Tuesday,1000,text,morning,11779
25,Wednesday,1000,text,morning,1762
26,Thursday,1000,text,morning,7278
27,Friday,1000,text,morning,4365
28,Saturday,1000,text,morning,32230
29,Sunday,1000,text,morning,35520
30,Monday,1000,text,morning,11781
1,Sunday,1000,poll,evening,6322
2,Monday,1000,poll,evening,35842
3,Tuesday,1000,poll,evening,5262
4,Wednesday,1000,poll,evening,2702
5,Thursday,1000,poll,evening,23089
6,Friday,1000,poll,evening,11049
7,Saturday,1000,poll,evening,29259
8,Sunday,1000,poll,evening,6284
9,Monday,1000,poll,evening,27119
10,Tuesday,1000,poll,evening,19190
11,Wednesday,1000,poll,evening,62579
12,Thursday,1000,poll,evening,4194
13,Friday,1000,poll,evening,5375
14,Saturday,1000,poll,evening,25688
15,Sunday,1000,poll,evening,2700
16,Monday,1000,poll,evening,4437
17,Tuesday,1000,poll,evening,506
18,Wednesday,1000,poll,evening,10041
19,Thursday,1000,poll,evening,6788
20,Friday,1000,poll,evening,29070
21,Saturday,1000,poll,evening,11358
22,Sunday,1000,poll,evening,12795
23,Monday,1000,poll,evening,21663
24,Tuesday,1000,poll,evening,10665
25,Wednesday,1000,poll,evening,42318
26,Thursday,1000,poll,evening,29513
27,Friday,1000,poll,evening,3919
28,Saturday,1000,poll,evening,16706
29,Sunday,1000,poll,evening,29538
30,Monday,1000,poll,evening,4479
1,Sunday,1000,text,morning,1684
2,Monday,1000,text,morning,29656
3,Tuesday,1000,text,morning,16377
4,Wednesday,1000,text,morning,4422
5,Thursday,1000,text,morning,9883
6,Friday,1000,text,morning,80328
7,Saturday,1000,text,morning,29038
8,Sunday,1000,text,morning,12649
9,Monday,1000,text,morning,1968
10,Tuesday,1000,text,morning,5998
11,Wednesday,1000,text,morning,2376
12,Thursday,1000,text,morning,2064
13,Friday,1000,text,morning,42579
14,Saturday,1000,text,morning,2946
15,Sunday,1000,text,morning,4890
16,Monday,1000,text,morning,5214
17,Tuesday,1000,text,morning,11211
18,Wednesday,1000,text,morning,13734
19,Thursday,1000,text,morning,9499
20,Friday,1000,text,morning,16381
21,Saturday,1000,text,morning,12036
22,Sunday,1000,text,morning,4681
23,Monday,1000,text,morning,1518
24,Tuesday,1000,text,morning,8404
25,Wednesday,1000,text,morning,19170
26,Thursday,1000,text,morning,77242
27,Friday,1000,text,morning,4947
28,Saturday,1000,text,morning,25788
29,Sunday,1000,text,morning,9783
30,Monday,1000,text,morning,16477
1,Sunday,1000,text,morning,6415
2,Monday,1000,text,morning,8062
3,Tuesday,1000,text,morning,819
4,Wednesday,1000,text,morning,2745
5,Thursday,1000,text,morning,7827
6,Friday,1000,text,morning,3853
7,Saturday,1000,text,morning,19053
8,Sunday,1000,text,morning,59139
9,Monday,1000,text,morning,24729
10,Tuesday,1000,text,morning,68857
11,Wednesday,1000,text,morning,4588
12,Thursday,1000,text,morning,11394
13,Friday,1000,text,morning,16419
14,Saturday,1000,text,morning,21058
15,Sunday,1000,text,morning,46791
16,Monday,1000,text,morning,34161
17,Tuesday,1000,text,morning,20188
18,Wednesday,1000,text,morning,14433
19,Thursday,1000,text,morning,6156
20,Friday,1000,text,morning,24175
21,Saturday,1000,text,morning,4269
22,Sunday,1000,text,morning,23664
23,Monday,1000,text,morning,7216
24,Tuesday,1000,text,morning,2170
25,Wednesday,1000,text,morning,5941
26,Thursday,1000,text,morning,679
27,Friday,1000,text,morning,6925
28,Saturday,1000,text,morning,18057
29,Sunday,1000,text,morning,22312
30,Monday,1000,text,morning,17596
1,Sunday,1000,text,morning,3931
2,Monday,1000,text,morning,9718
3,Tuesday,1000,text,morning,3364
4,Wednesday,1000,text,morning,7678
5,Thursday,1000,text,morning,14761
6,Friday,1000,text,morning,15262
7,Saturday,1000,text,morning,6450
8,Sunday,1000,text,morning,37275
9,Monday,1000,text,morning,30331
10,Tuesday,1000,text,morning,4387
11,Wednesday,1000,text,morning,3322
12,Thursday,1000,text,morning,30447
13,Friday,1000,text,morning,499
14,Saturday,1000,text,morning,5440
15,Sunday,1000,text,morning,7596
16,Monday,1000,text,morning,21615
17,Tuesday,1000,text,morning,65305
18,Wednesday,1000,text,morning,1011
19,Thursday,1000,text,morning,6765
20,Friday,1000,text,morning,52717
21,Saturday,1000,text,morning,28960
22,Sunday,1000,text,morning,26092
23,Monday,1000,text,morning,2973
24,Tuesday,1000,text,morning,14601
25,Wednesday,1000,text,morning,17407
26,Thursday,1000,text,morning,2196
27,Friday,1000,text,morning,889
28,Saturday,1000,text,morning,45537
29,Sunday,1000,text,morning,5151
30,Monday,1000,text,morning,63909
1,Sunday,1000,text,morning,18849
2,Monday,1000,text,morning,9151
3,Tuesday,1000,text,morning,26914
4,Wednesday,1000,text,morning,17856
5,Thursday,1000,text,morning,22429
6,Friday,1000,text,morning,10591
7,Saturday,1000,text,morning,12985
8,Sunday,1000,text,morning,33279
9,Monday,1000,text,morning,3357
10,Tuesday,1000,text,morning,12277
11,Wednesday,1000,text,morning,25083
12,Thursday,1000,text,morning,8661
13,Friday,1000,text,morning,55
14,Saturday,1000,text,morning,7801
15,Sunday,1000,text,morning,18534
16,Monday,1000,text,morning,15901
17,Tuesday,1000,text,morning,8184
18,Wednesday,1000,text,morning,15034
19,Thursday,1000,text,morning,13438
20,Friday,1000,text,morning,10111
21,Saturday,1000,text,morning,92649
22,Sunday,1000,text,morning,3507
23,Monday,1000,text,morning,15256
24,Tuesday,1000,text,morning,21081
25,Wednesday,1000,text,morning,45942
26,Thursday,1000,text,morning,17644
27,Friday,1000,text,morning,8766
28,Saturday,1000,text,morning,6483
29,Sunday,1000,text,morning,12778
30,Monday,1000,text,morning,6183
1,Sunday,1000,text,morning,616
2,Monday,1000,text,morning,6208
3,Tuesday,1000,text,morning,2715
4,Wednesday,1000,text,morning,41281
5,Thursday,1000,text,morning,24232
6,Friday,1000,text,morning,12450
7,Saturday,1000,text,morning,17292
8,Sunday,1000,text,morning,11226
9,Monday,1000,text,morning,2908
10,Tuesday,1000,text,morning,5815
11,Wednesday,1000,text,morning,8082
12,Thursday,1000,text,morning,1534
13,Friday,1000,text,morning,65025
14,Saturday,1000,text,morning,5137
15,Sunday,1000,text,morning,32316
16,Monday,1000,text,morning,20472
17,Tuesday,1000,text,morning,11448
18,Wednesday,1000,text,morning,1920
19,Thursday,1000,text,morning,6042
20,Friday,1000,text,morning,7489
21,Saturday,1000,text,morning,4053
22,Sunday,1000,text,morning,5806
23,Monday,1000,text,morning,42682
24,Tuesday,1000,text,morning,17662
25,Wednesday,1000,text,morning,17743
26,Thursday,1000,text,morning,30972
27,Friday,1000,text,morning,15589
28,Saturday,1000,text,morning,66052
29,Sunday,1000,text,morning,9640
30,Monday,1000,text,morning,6903
1,Sunday,1000,text,morning,5242
2,Monday,1000,text,morning,9166
3,Tuesday,1000,text,morning,1350
4,Wednesday,1000,text,morning,4896
5,Thursday,1000,text,morning,6508
6,Friday,1000,text,morning,7707
7,Saturday,1000,text,morning,50113
8,Sunday,1000,text,morning,37750
9,Monday,1000,text,morning,4083
10,Tuesday,1000,text,morning,8431
11,Wednesday,1000,text,morning,1413
12,Thursday,1000,text,morning,12108
13,Friday,1000,text,morning,4800
14,Saturday,1000,text,morning,49722
15,Sunday,1000,text,morning,5289
16,Monday,1000,text,morning,12106
17,Tuesday,1000,text,morning,33475
18,Wednesday,1000,text,morning,7374
19,Thursday,1000,text,morning,22234
20,Friday,1000,text,morning,10126
21,Saturday,1000,text,morning,43402
22,Sunday,1000,text,morning,10957
23,Monday,1000,text,morning,36105
24,Tuesday,1000,text,morning,11557
25,Wednesday,1000,text,morning,3415
26,Thursday,1000,text,morning,8875
27,Friday,1000,text,morning,11113
28,Saturday,1000,text,morning,31992
29,Sunday,1000,text,morning,3168
30,Monday,1000,text,morning,12450
1,Sunday,1000,text,morning,16032
2,Monday,1000,text,morning,5454
3,Tuesday,1000,text,morning,714
4,Wednesday,1000,text,morning,9723
5,Thursday,1000,text,morning,2688
6,Friday,1000,text,morning,13737
7,Saturday,1000,text,morning,7191
8,Sunday,1000,text,morning,1359
9,Monday,1000,text,morning,18295
10,Tuesday,1000,text,morning,1434
11,Wednesday,1000,text,morning,5734
12,Thursday,1000,text,morning,444
13,Friday,1000,text,morning,8913
14,Saturday,1000,text,morning,14782
15,Sunday,1000,text,morning,8635
16,Monday,1000,text,morning,17362
17,Tuesday,1000,text,morning,14403
18,Wednesday,1000,text,morning,18399
19,Thursday,1000,text,morning,246
20,Friday,1000,text,morning,1888
21,Saturday,1000,text,morning,15298
22,Sunday,1000,text,morning,64
23,Monday,1000,text,morning,5755
24,Tuesday,1000,text,morning,4671
25,Wednesday,1000,text,morning,19780
26,Thursday,1000,text,morning,14848
27,Friday,1000,text,morning,46852
28,Saturday,1000,text,morning,3885
29,Sunday,1000,text,morning,5989
30,Monday,1000,text,morning,15489
1,Sunday,1000,text,morning,8532
2,Monday,1000,text,morning,312
3,Tuesday,1000,text,morning,5502
4,Wednesday,1000,text,morning,5098
5,Thursday,1000,text,morning,2121
6,Friday,1000,text,morning,919
7,Saturday,1000,text,morning,11910
8,Sunday,1000,text,morning,20355
9,Monday,1000,text,morning,17578
10,Tuesday,1000,text,morning,5953
11,Wednesday,1000,text,morning,1825
12,Thursday,1000,text,morning,68983
13,Friday,1000,text,morning,18525
14,Saturday,1000,text,morning,42345
15,Sunday,1000,text,morning,4552
16,Monday,1000,text,morning,16734
17,Tuesday,1000,text,morning,30940
18,Wednesday,1000,text,morning,64140
19,Thursday,1000,text,morning,14799
20,Friday,1000,text,morning,5440
21,Saturday,1000,text,morning,23550
22,Sunday,1000,text,morning,7744
23,Monday,1000,text,morning,6021
24,Tuesday,1000,text,morning,11301
25,Wednesday,1000,text,morning,129
26,Thursday,1000,text,morning,63814
27,Friday,1000,text,morning,23082
28,Saturday,1000,text,morning,2394
29,Sunday,1000,text,morning,32902
30,Monday,1000,text,morning,16278
1,Sunday,1000,text,morning,211
2,Monday,1000,text,morning,5025
3,Tuesday,1000,text,morning,14991
4,Wednesday,1000,text,morning,32931
5,Thursday,1000,text,morning,13668
6,Friday,1000,text,morning,1119
7,Saturday,1000,text,morning,7254
8,Sunday,1000,text,morning,28075
9,Monday,1000,text,morning,25623
10,Tuesday,1000,text,morning,36067
11,Wednesday,1000,text,morning,31521
12,Thursday,1000,text,morning,26071
13,Friday,1000,text,morning,19720
14,Saturday,1000,text,morning,8917
15,Sunday,1000,text,morning,2688
16,Monday,1000,text,morning,11266
17,Tuesday,1000,text,morning,19437
18,Wednesday,1000,text,morning,13182
19,Thursday,1000,text,morning,4188
20,Friday,1000,text,morning,43426
21,Saturday,1000,text,morning,11170
22,Sunday,1000,text,morning,32509
23,Monday,1000,text,morning,8326
24,Tuesday,1000,text,morning,6258
25,Wednesday,1000,text,morning,35032
26,Thursday,1000,text,morning,2385
27,Friday,1000,text,morning,5955
28,Saturday,1000,text,morning,27997
29,Sunday,1000,text,morning,1887
30,Monday,1000,text,morning,6570
1,Sunday,1000,text,morning,24211
2,Monday,1000,text,morning,2883
3,Tuesday,1000,text,morning,8301
4,Wednesday,1000,text,morning,9373
5,Thursday,1000,text,morning,29098
6,Friday,1000,text,morning,10800
7,Saturday,1000,text,morning,8749
8,Sunday,1000,text,morning,21849
9,Monday,1000,text,morning,2997
10,Tuesday,1000,text,morning,16156
11,Wednesday,1000,text,morning,11016
12,Thursday,1000,text,morning,9265
13,Friday,1000,text,morning,4731
14,Saturday,1000,text,morning,16618
15,Sunday,1000,text,morning,3378
16,Monday,1000,text,morning,3240
17,Tuesday,1000,text,morning,6142
18,Wednesday,1000,text,morning,20371
19,Thursday,1000,text,morning,6423
20,Friday,1000,text,morning,15552
21,Saturday,1000,text,morning,23131
22,Sunday,1000,text,morning,16176
23,Monday,1000,text,morning,26301
24,Tuesday,1000,text,morning,11866
25,Wednesday,1000,text,morning,21288
26,Thursday,1000,text,morning,35622
27,Friday,1000,text,morning,15936
28,Saturday,1000,text,morning,2832
29,Sunday,1000,text,morning,26161
30,Monday,1000,text,morning,15793
1,Sunday,1000,poll,afternoon,6967
2,Monday,1000,poll,afternoon,40602
3,Tuesday,1000,poll,afternoon,3906
4,Wednesday,1000,poll,afternoon,900
5,Thursday,1000,poll,afternoon,8857
6,Friday,1000,poll,afternoon,40278
7,Saturday,1000,poll,afternoon,31181
8,Sunday,1000,poll,afternoon,3096
9,Monday,1000,poll,afternoon,31294
10,Tuesday,1000,poll,afternoon,6559
11,Wednesday,1000,poll,afternoon,180
12,Thursday,1000,poll,afternoon,2817
13,Friday,1000,poll,afternoon,7745
14,Saturday,1000,poll,afternoon,8274
15,Sunday,1000,poll,afternoon,14119
16,Monday,1000,poll,afternoon,680
17,Tuesday,1000,poll,afternoon,41848
18,Wednesday,1000,poll,afternoon,4854
19,Thursday,1000,poll,afternoon,9129
20,Friday,1000,poll,afternoon,4028
21,Saturday,1000,poll,afternoon,3481
22,Sunday,1000,poll,afternoon,42256
23,Monday,1000,poll,afternoon,2883
24,Tuesday,1000,poll,afternoon,2590
25,Wednesday,1000,poll,afternoon,12900
26,Thursday,1000,poll,afternoon,8708
27,Friday,1000,poll,afternoon,20451
28,Saturday,1000,poll,afternoon,9927
29,Sunday,1000,poll,afternoon,13350
30,Monday,1000,poll,afternoon,37436
1,Sunday,1000,text,morning,20617
2,Monday,1000,text,morning,13804
3,Tuesday,1000,text,morning,27552
4,Wednesday,1000,text,morning,4944
5,Thursday,1000,text,morning,4753
6,Friday,1000,text,morning,50685
7,Saturday,1000,text,morning,33016
8,Sunday,1000,text,morning,17889
9,Monday,1000,text,morning,2946
10,Tuesday,1000,text,morning,12073
11,Wednesday,1000,text,morning,2017
12,Thursday,1000,text,morning,11710
13,Friday,1000,text,morning,40804
14,Saturday,1000,text,morning,27177
15,Sunday,1000,text,morning,2058
16,Monday,1000,text,morning,3735
17,Tuesday,1000,text,morning,37006
18,Wednesday,1000,text,morning,14895
19,Thursday,1000,text,morning,26751
20,Friday,1000,text,morning,22009
21,Saturday,1000,text,morning,19089
22,Sunday,1000,text,morning,402
23,Monday,1000,text,morning,22122
24,Tuesday,1000,text,morning,210
25,Wednesday,1000,text,morning,5019
26,Thursday,1000,text,morning,26553
27,Friday,1000,text,morning,2946
28,Saturday,1000,text,morning,1222
29,Sunday,1000,text,morning,3910
30,Monday,1000,text,morning,33769
1,Sunday,1000,text,morning,63372
2,Monday,1000,text,morning,22086
3,Tuesday,1000,text,morning,40476
4,Wednesday,1000,text,morning,981
5,Thursday,1000,text,morning,3825
6,Friday,1000,text,morning,45813
7,Saturday,1000,text,morning,1449
8,Sunday,1000,text,morning,24880
9,Monday,1000,text,morning,945
10,Tuesday,1000,text,morning,540
11,Wednesday,1000,text,morning,4455
12,Thursday,1000,text,morning,28198
13,Friday,1000,text,morning,6811
14,Saturday,1000,text,morning,3999
15,Sunday,1000,text,morning,18888
16,Monday,1000,text,morning,43320
17,Tuesday,1000,text,morning,516
18,Wednesday,1000,text,morning,2530
19,Thursday,1000,text,morning,9688
20,Friday,1000,text,morning,29917
21,Saturday,1000,text,morning,10062
22,Sunday,1000,text,morning,12304
23,Monday,1000,text,morning,10066
24,Tuesday,1000,text,morning,46699
25,Wednesday,1000,text,morning,50371
26,Thursday,1000,text,morning,23769
27,Friday,1000,text,morning,3891
28,Saturday,1000,text,morning,1897
29,Sunday,1000,text,morning,17680
30,Monday,1000,text,morning,29247
1,Sunday,1000,text,morning,10345
2,Monday,1000,text,morning,25398
3,Tuesday,1000,text,morning,32388
4,Wednesday,1000,text,morning,14251
5,Thursday,1000,text,morning,1131
6,Friday,1000,text,morning,2709
7,Saturday,1000,text,morning,16906
8,Sunday,1000,text,morning,3718
9,Monday,1000,text,morning,13795
10,Tuesday,1000,text,morning,7788
11,Wednesday,1000,text,morning,6826
12,Thursday,1000,text,morning,6159
13,Friday,1000,text,morning,8179
14,Saturday,1000,text,morning,1761
15,Sunday,1000,text,morning,11601
16,Monday,1000,text,morning,7668
17,Tuesday,1000,text,morning,5763
18,Wednesday,1000,text,morning,19077
19,Thursday,1000,text,morning,5761
20,Friday,1000,text,morning,17626
21,Saturday,1000,text,morning,9592
